"TransportationMode" "ClassOfWorker" "Sex" "MaritalStatus" "HealthInsurance" "EducationLevel" "HomeOffice" "AgeBracket" "OccupationType" "RelativeIncome" "Tract" "CommuteTime"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Master" "Not Home Office" "30-39" "Other" "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" NA "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "60+" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" NA "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "60+" NA "Somewhere In The Middle" "Census Tract 16.01, Santa Barbara County, California" "Yes"
"Driving" NA "Male" "Not Married" "Health Insurance" "No Education" "Not Home Office" "30-39" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "40-49" "Business Development" "Somewhere In The Middle" "Census Tract 11.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "40-49" "IT" "Somewhere In The Middle" "Census Tract 17.04, Santa Barbara County, California" "Yes"
"Driving" "Freelancer" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" NA "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" NA "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" NA "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" NA "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" NA "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" NA "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "60+" NA "Somewhere In The Middle" "Census Tract 17.04, Santa Barbara County, California" "Yes"
"Driving" NA "Male" "Separated, Divorced, Widowed" "Health Insurance" "No Education" "Not Home Office" "60+" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 17.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "Master" "Not Home Office" "60+" "Higher Management" "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "Master" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" NA "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Home Office" "Entrepreneur" "Male" "Married" "Health Insurance" "Master" "Home Office" "60+" "Business Development" "Rather High" "Census Tract 15, Santa Barbara County, California" "Yes"
"Home Office" "Freelancer" "Female" "Married" "Health Insurance" "Bachelor" "Home Office" "50-59" "Design" "Somewhere In The Middle" "Census Tract 13.06, Santa Barbara County, California" "Yes"
"Driving" "Freelancer" "Male" "Not Married" "No Health Insurance" "High School" "Not Home Office" "40-49" "Other" "Rather Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "30-39" "Other" "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" NA "Male" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "60+" NA "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Art" "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "60+" "Education" "Rather High" "Census Tract 15, Santa Barbara County, California" "No"
"Driving" NA "Female" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "60+" NA "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "60+" "Other" "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" NA "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "60+" NA "Somewhere In The Middle" "Census Tract 29.13, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "Master" "Not Home Office" "50-59" "Education" "Rather Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Public Transit" "Employee" "Female" "Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Higher Management" "Somewhere In The Middle" "Census Tract 17.04, Santa Barbara County, California" "Yes"
"Home Office" "Employee" "Male" "Married" "Health Insurance" "Master" "Home Office" "30-39" "IT" "Rather High" "Census Tract 30.07, Santa Barbara County, California" "Yes"
"Driving" NA "Male" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "60+" NA "Rather High" "Census Tract 30.04, Santa Barbara County, California" "No"
"Driving" NA "Female" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" NA "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" NA "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" NA "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" NA "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Other" "Rather High" "Census Tract 15, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 2, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "IT" "Somewhere In The Middle" "Census Tract 13.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Other" "Very High" "Census Tract 15, Santa Barbara County, California" "No"
"Driving" NA "Female" "Married" "Health Insurance" "High School" "Not Home Office" "60+" NA "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Somewhere In The Middle" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Entrepreneur" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Business Development" "Rather High" "Census Tract 1.03, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Master" "Not Home Office" "50-59" "Higher Management" "Rather High" "Census Tract 15, Santa Barbara County, California" "No"
"Home Office" "Employee" "Male" "Married" "Health Insurance" "Master" "Home Office" "50-59" "Business Development" "Very High" "Census Tract 15, Santa Barbara County, California" "Yes"
"Driving" "Freelancer" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 29.09, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "30-39" "Education" "Somewhere In The Middle" "Census Tract 30.01, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "PR, Marketing, Sales, Advertising" "Somewhere In The Middle" "Census Tract 3.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 30.01, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 11.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Somewhere In The Middle" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "40-49" "Higher Management" "Somewhere In The Middle" "Census Tract 12.03, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "60+" "PR, Marketing, Sales, Advertising" "Rather High" "Census Tract 30.07, Santa Barbara County, California" "No"
"Driving" NA "Female" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" NA "Somewhere In The Middle" "Census Tract 30.05, Santa Barbara County, California" "No"
"Driving" NA "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "60+" NA "Very Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Home Office" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Home Office" "30-39" "Education" "Very Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" NA "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" NA "Very Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Freelancer" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "60+" "Other" "Somewhere In The Middle" "Census Tract 8.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "40-49" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Home Office" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Home Office" "40-49" "Higher Management" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Master" "Not Home Office" "30-39" "Higher Management" "Somewhere In The Middle" "Census Tract 12.08, Santa Barbara County, California" "Yes"
"Driving" NA "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "60+" "Other" "Somewhere In The Middle" "Census Tract 29.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" NA "Female" "Separated, Divorced, Widowed" "Health Insurance" "Master" "Not Home Office" "60+" NA "Somewhere In The Middle" "Census Tract 17.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "40-49" "Other" "Somewhere In The Middle" "Census Tract 30.04, Santa Barbara County, California" "No"
"Driving" NA "Male" "Married" "Health Insurance" "Master" "Not Home Office" "60+" NA "Somewhere In The Middle" "Census Tract 13.06, Santa Barbara County, California" "No"
